sentence,label,source,length,clean_sentence,clean_length,preprocessed
"The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???  ",0,imdb,16,fat computer geek unbelievable bible thumper badass girl actors,9,fat computer geek unbelievable bible thumper badass girl actors
It clicks into place in a way that makes you wonder how long that mechanism would last.,0,amazon,17,clicks place way makes wonder long mechanism would last,9,clicks place way makes wonder long mechanism would last
"Everyone is very attentive, providing excellent customer service.",1,yelp,8,everyone attentive providing excellent customer service,6,everyone attentive providing excellent customer service
Not good when wearing a hat or sunglasses.,0,amazon,8,good wearing hat sunglasses,4,good wearing hat sunglasses
"It's fits like a glove and is strong, secure, and durable.",1,amazon,11,fits like glove strong secure durable,6,fits like glove strong secure durable
If only someone involved with it knew how to string together narrative!  ,0,imdb,12,someone involved knew string together narrative,6,someone involved knew string together narrative
Better than expected.,1,amazon,3,better expected,2,better expected
"It has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further.  ",1,imdb,28,everything could want suspense drama comedy confusing subplots native americans brain eating youre looking beall endall brainsucking movies look,19,everything could want suspense drama comedy confusing subplots native americans brain eating youre looking beall endall brainsucking movies look
We literally sat there for 20 minutes with no one asking to take our order.,0,yelp,15,literally sat 20 minutes one asking take order,8,literally sat 20 minutes one asking take order
This is not movie-making.  ,0,imdb,4,moviemaking,1,moviemaking
The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,0,yelp,16,servers pleasant deal dont always honor pizza hut coupons,9,servers pleasant deal dont always honor pizza hut coupons
"I didn't want the clip going over the top of my ear, causing discomfort.",0,amazon,14,didnt want clip going top ear causing discomfort,8,didnt want clip going top ear causing discomfort
Poor sound quality.,0,amazon,3,poor sound quality,3,poor sound quality
Once you get inside you'll be impressed with the place.,1,yelp,10,get inside youll impressed place,5,get inside youll impressed place
An excellent performance from Ms.  ,1,imdb,5,excellent performance ms,3,excellent performance ms
Service was fantastic.,1,yelp,3,service fantastic,2,service fantastic
"I've only had my bluetooth for a few weeks, but I really like it.",1,amazon,14,ive bluetooth weeks really like,5,ive bluetooth weeks really like
"I couldn't think of a better way to end the film, but a smile on my face, great way to wrap up an amazing film and trilogy!  ",1,imdb,27,couldnt think better way end film smile face great way wrap amazing film trilogy,14,couldnt think better way end film smile face great way wrap amazing film trilogy
Great for iPODs too.,1,amazon,4,great ipods,2,great ipods
"Great atmosphere, friendly and fast service.",1,yelp,6,great atmosphere friendly fast service,5,great atmosphere friendly fast service
"For people who are first timers in film making, I think they did an excellent job!!  ",1,imdb,16,people first timers film making think excellent job,8,people first timers film making think excellent job
Not loud enough and doesn't turn on like it should.,0,amazon,10,loud enough doesnt turn like,5,loud enough doesnt turn like
"I have to mention this and it is a huge SPOILER, i loved the ending, how all the characters of the three films were the remaining survivors of the ferry disaster, with Valentine and the young judge together, and the old man watching it on her TV, solidifying his happiness over the suffering which he dealt with for those many years.  ",1,imdb,61,mention huge spoiler loved ending characters three films remaining survivors ferry disaster valentine young judge together old man watching tv solidifying happiness suffering dealt many years,26,mention huge spoiler loved ending characters three films remaining survivors ferry disaster valentine young judge together old man watching tv solidifying happiness suffering dealt many years
Highly entertaining at all angles.  ,1,imdb,5,highly entertaining angles,3,highly entertaining angles
"Sound quality on both end is excellent, I use headset to call my wife and ask my wife to use headset to call me !2.",1,amazon,25,sound quality end excellent use headset call wife ask wife use headset call 2,14,sound quality end excellent use headset call wife ask wife use headset call 2
"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",0,yelp,17,burgers arent good pizza used amazing doughy flavorless,8,burgers arent good pizza used amazing doughy flavorless
There is so much good food in Vegas that I feel cheated for wasting an eating opportunity by going to Rice and Company.,0,yelp,23,much good food vegas feel cheated wasting eating opportunity going rice company,12,much good food vegas feel cheated wasting eating opportunity going rice company
Didn't laugh or even smile once.  ,0,imdb,6,didnt laugh even smile,4,didnt laugh even smile
An AMAZING finale to possibly the BEST trilogy of all time!  ,1,imdb,11,amazing finale possibly best trilogy time,6,amazing finale possibly best trilogy time
This PDA rocks.,1,amazon,3,pda rocks,2,pda rocks
Definitely not worth the $3 I paid.,0,yelp,7,definitely worth 3 paid,4,definitely worth 3 paid
"Utterly without merit on any level, this is akin to torture.  ",0,imdb,11,utterly without merit level akin torture,6,utterly without merit level akin torture
"The food was delicious, our bartender was attentive and personable AND we got a great deal!",1,yelp,16,food delicious bartender attentive personable got great deal,8,food delicious bartender attentive personable got great deal
My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.,1,amazon,20,phone doesnt slide around car grip prevents phone slipping hand,10,phone doesnt slide around car grip prevents phone slipping hand
"I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure.",1,amazon,18,would recommend purchasing jabra jx10 series 2 works flawlessly moto q go figure,13,would recommend purchasing jabra jx10 series 2 works flawlessly moto q go figure
Just what I wanted.,1,amazon,4,wanted,1,wanted
"A Lassie movie which should have been ""put to sleep"".... FOREVER.  ",0,imdb,11,lassie movie put sleep forever,5,lassie movie put sleep forever
Which are small and not worth the price.,0,yelp,8,small worth price,3,small worth price
The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1,yelp,14,sergeant pepper beef sandwich auju sauce excellent sandwich well,9,sergeant pepper beef sandwich auju sauce excellent sandwich well
I've had better bagels from the grocery store.,0,yelp,8,ive better bagels grocery store,5,ive better bagels grocery store
Judith Light is one of my favorite actresses and I think she does a superb job in this film!  ,1,imdb,19,judith light one favorite actresses think superb job film,9,judith light one favorite actresses think superb job film
"The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.  ",1,imdb,16,fact film wonderful heartwarming tale two people chasing dreams,9,fact film wonderful heartwarming tale two people chasing dreams
"My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it.",0,amazon,26,phone sounded ok great ok wifes phone almost totally unintelligible couldnt understand word said,14,phone sounded ok great ok wifes phone almost totally unintelligible couldnt understand word said
Great time - family dinner on a Sunday night.,1,yelp,9,great time family dinner sunday night,6,great time family dinner sunday night
"It was that year, however, that reminded us that Huston was still at the top of his game as evinced by his faithful adaptation of James Joyce's acclaimed novella ""The Dead.  ",1,imdb,31,year however reminded us huston still top game evinced faithful adaptation james joyces acclaimed novella dead,16,year however reminded us huston still top game evinced faithful adaptation james joyces acclaimed novella dead
